,atclNo,atclNm,rletTpNm,tradTpNm,atclCfmYmd,flrInfo,prc,lat,lng,sameAddrCnt,direction,atclFetrDesc,spc2
5,2324511147,일반상가,상가,월세,23.06.09.,1/3,1000,37.571357,127.081544,1,남서향,시장메인통로 치킨집 12년된자리 ,26.44
6,2324556599,단지내상가,상가,월세,23.06.09.,1/2,4000,37.537478,127.068852,1,동향,"무권리, 1층 전면상가, 자주식지하주차장 완비, 더블역세권",42.9
7,2324500560,일반상가,상가,월세,23.06.09.,B1/6,2000,37.53415,127.081922,1,북동향,무권리 전용32 자양시장인근 사거리 지층상가,106
8,2324530063,일반상가,상가,월세,23.06.09.,2/3,4200,37.536492,127.064873,1,남향,"삼정 실100, 롯데캐슬상권 무권리 2층 상가사무실",330.58
9,2324510205,일반상가,상가,월세,23.06.09.,3/3,3000,37.542009,127.068744,2,북동향,건대역 도보 2분거리 먹자 메인거리 무권리 3층 상가,61.62
10,2324490230,일반상가,상가,월세,23.06.09.,2/4,5000,37.541048,127.070072,1,동향,건대 메인 먹자골목 초입 2층 상가,97
11,2324502501,일반상가,상가,월세,23.06.09.,2/3,3000,37.539924,127.062964,1,남서향,무권리 전용 20 영동대로변 2층상가,67
12,2324539122,일반상가,상가,월세,23.06.09.,B1/4,3000,37.542493,127.065366,2,남향,건대 맛의거리 무권리 지하상가 원상복구완료,109.8
13,2324570312,일반상가,상가,월세,23.06.09.,B1/4,5000,37.541777,127.069684,1,서향,무권리지하. 가맹점은 가맹거래사와 안전하게,120
14,2324486417,일반상가,상가,월세,23.06.09.,1/4,1000,37.559044,127.094166,1,남서향,,58.12
15,2324528790,단지내상가,상가,월세,23.06.09.,1/5,1000,37.540172,127.088642,1,동향,소액 권리금 O. 세련된 내부 인테리어. 구의동 카페.,27
16,2324496961,일반상가,상가,월세,23.06.09.,3/5,3000,37.546015,127.068239,5,남서향,화양사거리 인근 유동인구 많은 이면도로 위치,135.54
17,2324503274,일반상가,상가,월세,23.06.09.,1/6,3000,37.532446,127.084812,2,남향,무권리 전용10 잠실대교 교차로 신축 단독 1층상가,33
18,2324490392,일반상가,상가,월세,23.06.09.,4/5,3000,37.541882,127.066464,1,북향,건대 메인 먹자 첫입주 공실,94.52
19,2324486540,일반상가,상가,월세,23.06.09.,B1/4,1000,37.559044,127.094166,1,남서향,도로접  무권리  지하사무실겸 창고  내부화장실,99.18
0,2324461997,일반상가,상가,월세,23.06.09.,2/3,2000,37.548557,127.068151,1,남향,무권리 전용 20p 화양사거리 대로변 2층 상가점포,66
1,2324462121,일반상가,상가,월세,23.06.09.,1/6,2000,37.5379,127.076846,1,동향,건대 인근 가시성 좋은 코너 1층 상가,34
2,2324486354,일반상가,상가,월세,23.06.09.,2/3,2000,37.548557,127.068151,1,남향,노출 좋은 대로변 화양사거리 2층 전용 20 무권리 점포,66.12
3,2324486098,일반상가,상가,월세,23.06.09.,1/6,3000,37.532446,127.084812,1,남동향,내부화장실 대로변 1층 무권리 상가 전용10,34
4,2324156278,단지내상가,상가,매매,23.06.07.,2/13,28000,37.545505,127.08879,1,동향,,24.09
5,2324485883,일반상가,상가,월세,23.06.09.,전체층/2,6000,37.547552,127.102395,1,서향,"무권리금,아차산유명맛집.정원있는 2층까지 통사용,고기집,오리집좋아요",240.99
6,2324382832,일반상가,상가,월세,23.06.08.,2/4,2000,37.557431,127.089496,2,북동향,"신성시장라인, 무권리, 깔끔한업종, 즉시입주가능, 노출좋음",102.48
7,2324405379,단지내상가,상가,월세,23.06.08.,1/25,5000,37.535511,127.069175,5,서향,,46
8,2324439090,일반상가,상가,월세,23.06.08.,1/3,2000,37.548529,127.067939,1,남동향,1층 무권리 화양사거리 코너건물 성수IT 오피스상권 유동인구多,23.1
9,2324445911,일반상가,상가,월세,23.06.08.,1/3,5000,37.547578,127.071863,7,북향,대로변 유동인구 많음 맥도널드 서브웨이 입점 상권,92.5
10,2324382092,일반상가,상가,월세,23.06.08.,2/3,3000,37.55888,127.087378,1,북향,"무권리, 노출좋음, 사거리쪽에 위치, 건물깔끔합니다.",135.7
